file,directory,document_index,rule_index,rule_id,logical_group,logical_class,operators,B1_no_metavariable,B2_metavariable_binding,B3_repeated_metavariable,B3_5_redundant_metavariable,B4_metavariable_regex,B5_metavariable_pattern,B6_metavariable_comparison_or_type,metavars,repeated_metavars,binding_scopes_json,pattern_count,has_no_metavar,has_plain_metavar,has_unnamed_ellipsis,has_ellipsis_metavar,has_deep_expression,has_no_pattern_fields,shape_groups,shape_labels
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__incorrect-use-of-sizeof.yaml,.,0,0,raptor-incorrect-use-of-sizeof,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,pattern-not,patterns,references,severity",False,True,True,False,False,False,False,"$EXPR,$PTR,$TYPE",$PTR,"[{""$PTR"": 1}, {""$PTR"": 1}, {""$PTR"": 1}, {""$PTR"": 1}, {""$PTR"": 2, ""$TYPE"": 1}, {""$EXPR"": 1, ""$PTR"": 2, ""$TYPE"": 1}]",8,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__incorrect-use-of-strncat.yaml,.,0,0,raptor-incorrect-use-of-strncat,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,False,False,"$DST,$EXPR,$LEN,$SRC,$TYPE","$DST,$LEN","[{""$DST"": 2, ""$LEN"": 2, ""$SRC"": 1, ""$TYPE"": 1}, {""$DST"": 2, ""$EXPR"": 1, ""$LEN"": 2, ""$SRC"": 1, ""$TYPE"": 1}, {""$DST"": 2, ""$SRC"": 1}, {""$DST"": 3, ""$SRC"": 1}]",5,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__incorrect-use-of-strncpy-stpncpy-strlcpy.yaml,.,0,0,raptor-incorrect-use-of-strncpy-stpncpy-strlcpy,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,True,False,"$DST,$EXPR,$FUN,$LEN,$SRC,$TYPE","$FUN,$LEN,$SRC","[{""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}]",10,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-access-stat-lstat.yaml,.,0,0,raptor-insecure-api-access-stat-lstat,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-alloca.yaml,.,0,0,raptor-insecure-api-alloca,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,references,severity",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-atoi-atol-atof.yaml,.,0,0,raptor-insecure-api-atoi-atol-atof,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-gets.yaml,.,0,0,raptor-insecure-api-gets,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,references,severity",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-mktemp-tmpnam-tempnam.yaml,.,0,0,raptor-insecure-api-mktemp-tmpnam-tempnam,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",True,False,False,False,False,False,False,,,[],3,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-rand-srand.yaml,.,0,0,raptor-insecure-api-rand-srand,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-scanf-etc.yaml,.,0,0,raptor-insecure-api-scanf-etc,A3,Conjunction / Intersection,"author,confidence,id,languages,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,patterns,references,regex,severity",False,True,True,True,True,False,False,"$BUF,$FMT,$FS",$FMT,"[{""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2, ""$FS"": 1}, {""$FMT"": 2, ""$FS"": 1}, {""$BUF"": 1, ""$FMT"": 2}, {""$BUF"": 1, ""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2, ""$FS"": 1}, {""$FMT"": 2, ""$FS"": 1}, {""$BUF"": 1, ""$FMT"": 2}, {""$BUF"": 1, ""$FMT"": 2}]",12,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-sprintf-vsprintf.yaml,.,0,0,raptor-insecure-api-sprintf-vsprintf,A3,Conjunction / Intersection,"author,confidence,id,languages,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,patterns,references,regex,severity",False,True,True,True,True,False,False,"$BUF,$FMT",$FMT,"[{""$BUF"": 1, ""$FMT"": 2}, {""$BUF"": 1, ""$FMT"": 2}]",2,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__insecure-api-strcpy-stpcpy-strcat.yaml,.,0,0,raptor-insecure-api-strcpy-stpcpy-strcat,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not,patterns,references,severity",False,True,False,False,False,False,False,"$BUF,$FUN",,"[{""$BUF"": 1, ""$FUN"": 1}, {""$BUF"": 1, ""$FUN"": 1}, {""$BUF"": 1, ""$FUN"": 1}, {""$BUF"": 1, ""$FUN"": 1}, {""$BUF"": 1, ""$FUN"": 1}, {""$BUF"": 1, ""$FUN"": 1}]",7,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__integer-truncation.yaml,.,0,0,raptor-integer-truncation,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,"$FUN,$LARGE,$NARROW",,"[{""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$FUN"": 1, ""$LARGE"": 1}, {""$FUN"": 1, ""$LARGE"": 1}, {""$FUN"": 1, ""$LARGE"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$FUN"": 1, ""$LARGE"": 1}, {""$FUN"": 1, ""$LARGE"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$FUN"": 1, ""$LARGE"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}, {""$LARGE"": 1, ""$NARROW"": 1}]",41,False,True,True,False,True,False,"C2,C3,C5","B3.5_redundant_metavariable,deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__integer-wraparound.yaml,.,0,0,raptor-integer-wraparound,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,True,False,"$ARG1,$FUN,$N,$X,$Y","$FUN,$N","[{""$FUN"": 2, ""$X"": 1, ""$Y"": 1}, {""$FUN"": 2, ""$X"": 1, ""$Y"": 1}, {""$FUN"": 2, ""$N"": 2, ""$X"": 1, ""$Y"": 1}, {""$FUN"": 2, ""$N"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$N"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$N"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$N"": 2, ""$X"": 1, ""$Y"": 1}, {""$ARG1"": 1, ""$FUN"": 2, ""$N"": 2, ""$X"": 1, ""$Y"": 1}]",18,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__interesting-api-calls.yaml,.,0,0,raptor-interesting-api-calls,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern-either,pattern-regex,references,severity",True,False,False,False,False,False,False,,,[],39,True,False,False,False,False,False,C1,no_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__memory-address-exposure.yaml,.,0,0,raptor-memory-address-exposure,A3,Conjunction / Intersection,"author,confidence,id,languages,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,patterns,references,regex,severity",False,True,True,True,True,False,False,"$ARG1,$ARG2,$FMT",$FMT,"[{""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FMT"": 2}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FMT"": 2}]",23,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__mismatched-memory-management.yaml,.,0,0,raptor-mismatched-memory-management,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,False,False,False,False,"$CAST,$PTR","$CAST,$PTR","[{""$CAST"": 3, ""$PTR"": 13}]",7,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__off-by-one.yaml,.,0,0,raptor-off-by-one,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,pattern-not,patterns,references,severity",False,True,True,False,False,True,False,"$BUF,$DST,$EXPR,$I,$LEN,$SIZE,$SRC,$TYPE,$VAL","$BUF,$EXPR,$I,$LEN,$SIZE","[{""$BUF"": 2, ""$EXPR"": 1}, {""$BUF"": 3, ""$EXPR"": 2, ""$SIZE"": 3, ""$TYPE"": 1}, {""$I"": 3, ""$SIZE"": 1}, {""$I"": 3, ""$SIZE"": 1, ""$TYPE"": 1}, {""$I"": 1, ""$SIZE"": 1}, {""$I"": 1, ""$SIZE"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 2, ""$SRC"": 1, ""$VAL"": 1}]",13,False,True,True,False,True,False,"C2,C3,C5","deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__pointer-subtraction.yaml,.,0,0,raptor-pointer-subtraction,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,False,False,"$EXPR1,$EXPR2,$PTR1,$PTR2,$PTR3,$TYPE","$PTR1,$PTR2,$TYPE","[{""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}]",12,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__ret-stack-address.yaml,.,0,0,raptor-ret-stack-address,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,False,False,"$ARR,$EXPR,$PTR,$SIZE,$TYPE,$VAR","$ARR,$PTR,$VAR","[{""$PTR"": 2, ""$SIZE"": 1, ""$TYPE"": 1}, {""$EXPR"": 1, ""$PTR"": 2, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARR"": 2, ""$PTR"": 2, ""$SIZE"": 1, ""$TYPE"": 1}, {""$ARR"": 2, ""$EXPR"": 1, ""$PTR"": 2, ""$SIZE"": 1, ""$TYPE"": 1}, {""$TYPE"": 1, ""$VAR"": 2}, {""$EXPR"": 1, ""$TYPE"": 1, ""$VAR"": 2}]",8,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__signed-unsigned-conversion.yaml,.,0,0,raptor-signed-unsigned-conversion,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,"$BUF,$CHAR,$CNT,$DST,$FD,$FL,$FUN,$LEN,$PTR,$SD,$SIGNED,$SRC,$UNSIGNED",,"[{""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$SIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$SIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$SIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$SIGNED"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$BUF"": 1, ""$LEN"": 1}, {""$BUF"": 1, ""$LEN"": 1}, {""$BUF"": 1, ""$LEN"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$CHAR"": 1, ""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$CHAR"": 1, ""$DST"": 1, ""$LEN"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$CNT"": 1, ""$LEN"": 1}, {""$CNT"": 1, ""$LEN"": 1}, {""$LEN"": 1, ""$PTR"": 1}, {""$BUF"": 1, ""$FD"": 1, ""$LEN"": 1}, {""$BUF"": 1, ""$FL"": 1, ""$LEN"": 1, ""$SD"": 1}, {""$BUF"": 1, ""$FL"": 1, ""$LEN"": 1, ""$SD"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 1, ""$UNSIGNED"": 1}]",37,False,True,True,False,True,False,"C2,C3,C5","B3.5_redundant_metavariable,deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__typos.yaml,.,0,0,raptor-typos,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,pattern-not-inside,patterns,references,regex,severity",False,True,True,False,True,False,False,"$ARR,$COND,$EXPR,$EXPR1,$EXPR2,$EXPR3,$EXPR4,$SIZE,$TYPE","$EXPR,$EXPR1,$EXPR2,$SIZE","[{""$EXPR1"": 1, ""$EXPR2"": 1, ""$EXPR3"": 1, ""$EXPR4"": 1}, {""$EXPR1"": 1, ""$EXPR2"": 1}, {""$EXPR"": 6, ""$EXPR1"": 7, ""$EXPR2"": 7}, {""$EXPR"": 6, ""$EXPR1"": 7, ""$EXPR2"": 7}, {""$EXPR"": 6, ""$EXPR1"": 7, ""$EXPR2"": 7}, {""$EXPR1"": 1, ""$EXPR2"": 1}, {""$COND"": 1}, {""$EXPR1"": 1, ""$EXPR2"": 1, ""$EXPR3"": 1}, {""$ARR"": 1, ""$SIZE"": 2, ""$TYPE"": 1}, {""$ARR"": 1, ""$EXPR"": 1, ""$SIZE"": 2, ""$TYPE"": 1}]",28,False,True,True,False,True,False,"C2,C3,C5","deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__unchecked-ret-malloc-calloc-realloc.yaml,.,0,0,raptor-unchecked-ret-malloc-calloc-realloc,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,False,False,False,False,"$ALLOC,$CAST,$RET","$ALLOC,$RET","[{""$ALLOC"": 3, ""$RET"": 5}, {""$ALLOC"": 3, ""$CAST"": 1, ""$RET"": 5}, {""$ALLOC"": 3, ""$RET"": 5}, {""$ALLOC"": 3, ""$CAST"": 1, ""$RET"": 5}, {""$ALLOC"": 3, ""$RET"": 5}, {""$ALLOC"": 3, ""$CAST"": 1, ""$RET"": 5}]",27,False,True,True,False,True,False,"C2,C3,C5","deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__unchecked-ret-setuid-seteuid.yaml,.,0,0,raptor-unchecked-ret-setuid-seteuid,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,False,False,False,False,"$RET,$VAL",$VAL,"[{""$RET"": 1, ""$VAL"": 3}, {""$RET"": 1, ""$VAL"": 3}]",14,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__unsafe-ret-snprintf-vsnprintf.yaml,.,0,0,raptor-unsafe-ret-snprintf-vsnprintf,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$RET,,"[{""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}]",4,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__unsafe-ret-strlcpy-strlcat.yaml,.,0,0,raptor-unsafe-ret-strlcpy-strlcat,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$RET,,"[{""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}]",8,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__unsafe-strlen.yaml,.,0,0,raptor-unsafe-strlen,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$LEN,,"[{""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}]",8,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__unterminated-string-strncpy-stpncpy.yaml,.,0,0,raptor-unterminated-string-strncpy-stpncpy,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,False,False,False,False,"$DST,$N,$POS,$SRC","$DST,$N,$POS,$SRC","[{""$DST"": 6, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}, {""$DST"": 6, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}, {""$DST"": 6, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}, {""$DST"": 6, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}]",16,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__use-after-free.yaml,.,0,0,raptor-use-after-free,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-not,patterns,references,severity",False,True,True,False,False,True,False,"$EXPR,$FUN,$MEM,$POS,$PTR","$FUN,$MEM,$PTR","[{""$EXPR"": 1, ""$FUN"": 3, ""$PTR"": 5}, {""$EXPR"": 1, ""$FUN"": 2, ""$MEM"": 2, ""$PTR"": 5}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 5}, {""$EXPR"": 1, ""$PTR"": 5}, {""$EXPR"": 1, ""$POS"": 1, ""$PTR"": 5}]",11,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
